81306 1768149
76 38937 0.250000
76 38940 0.014493
76 38944 0.012821
76 38950 0.007092
76 40183 0.019608
76 40500 0.010989
76 40507 0.040000
76 40679 0.008621
76 41844 0.010638
76 41848 0.027778
76 41851 0.025641
76 41858 0.018868
76 41861 0.038462
76 41863 0.040000
76 41865 0.022222
76 41869 0.008929
76 41872 0.011765
76 41874 0.066667
76 41900 0.090909
76 43873 0.007407
76 43888 0.025000
76 44711 0.019231
76 44715 0.045455
76 45157 0.142857
76 45165 0.017857
76 47994 0.041667
76 48000 0.022222
76 50667 0.066667
76 53581 0.047619
77 1 0.000406
77 2 0.004082
77 3 0.001464
77 5 0.001008
77 10 0.001739
77 35 0.002786
77 49 0.003436
77 57 0.006329
77 58 0.006849
77 63 0.000311
77 76 0.003509
77 78 0.000405
77 82 0.003077
77 90 0.000366
77 92 0.003279
77 101 0.001156
77 378 0.001639
77 1862 0.025000
77 1863 0.002538
77 1864 0.009615
77 1865 0.023810
77 1866 0.100000
77 1867 0.003460
77 1868 0.333333
77 14073 0.500000
77 76320 1.000000
78 1 0.000406
78 9 0.001326
78 30 0.000955
78 42 0.001401
78 56 0.000867
78 63 0.000311
78 85 0.003953
78 87 0.001093
78 90 0.000366
78 100 0.004274
78 133 0.001408
78 1758 0.000296
78 1947 0.001346
78 2307 0.004975
78 2541 0.006410
78 4479 0.045455
78 4549 0.142857
78 4558 0.003257
78 4562 0.100000
78 4564 0.015152
78 6721 0.004785
78 15901 0.014925
78 15902 0.022727
78 15949 0.018182
78 15958 0.018519
78 19398 0.012048
78 19410 0.007937
78 19700 0.002890
78 19707 0.011765
78 19719 0.009524
78 19724 0.016949
78 19761 0.010101
78 19777 0.058824
78 21531 0.023810
78 22332 0.008197
78 23210 0.043478
78 24389 0.020408
78 35880 0.005747
78 37385 0.019231
78 37409 0.027027
78 37473 0.009615
78 37485 0.034483
78 37751 0.018868
78 39703 0.005291
78 40652 0.035714
78 40736 0.100000
78 41877 0.142857
78 41905 0.050000
78 50766 0.026316
78 54460 0.166667
78 60967 0.045455
78 60970 0.090909
78 60971 0.100000
78 60972 0.090909
78 60973 0.062500
78 61388 0.076923
78 67439 0.142857
78 67442 0.125000
78 67451 0.066667
78 67484 0.333333
78 67488 0.333333
78 67490 0.500000
78 67491 0.333333
78 75330 0.125000
79 1 0.000406
79 2 0.004082
79 3 0.001464
79 5 0.001008
79 9 0.001326
79 10 0.001739
79 11 0.005155
79 13 0.001111
79 15 0.002445
79 16 0.002083
79 17 0.007752
79 18 0.002778
79 20 0.004673
79 22 0.005155
79 23 0.002208
79 24 0.002008
79 30 0.000955
79 34 0.004854
79 35 0.002786
79 39 0.002778
79 43 0.003984
79 44 0.003676
79 45 0.002817
79 46 0.004525
79 50 0.004032
79 52 0.010309
79 56 0.000867
79 63 0.000311
79 64 0.006135
79 65 0.003401
79 71 0.006024
79 76 0.003509
79 78 0.000405
79 80 0.008403
79 81 0.002114
79 82 0.003077
79 83 0.003861
79 87 0.001093
79 89 0.003279
79 90 0.000366
79 96 0.007634
79 100 0.004274
79 101 0.001156
79 106 0.001587
79 107 0.004292
79 108 0.013514
79 110 0.004717
79 111 0.003003
79 112 0.003077
79 116 0.035714
79 117 0.022222
79 118 0.004202
79 120 0.009524
79 121 0.004329
79 123 0.002625
79 130 0.024390
79 131 0.006494
79 132 0.006452
79 133 0.001408
79 140 0.005917
79 142 0.003401
79 151 0.001404
79 153 0.001984
79 155 0.090909
79 156 0.002481
79 157 0.032258
79 164 0.016667
79 165 0.002092
79 169 0.027027
79 173 0.001692
79 185 0.004016
79 190 0.015385
79 197 0.166667
79 378 0.001639
79 1863 0.002538
79 1867 0.003460
79 1872 0.005952
79 1881 0.003509
79 1883 0.011765
79 1896 0.002688
79 1906 0.004505
79 1933 0.005780
79 1962 0.009434
79 2446 0.003367
79 2463 0.002500
79 4219 0.002062
79 4428 0.001024
79 4431 0.003003
79 4437 0.002833
79 4439 0.008000
79 4441 0.006667
79 4445 0.009346
79 4452 0.004098
79 4470 0.003378
79 4478 0.003745
79 4482 0.002710
79 4484 0.001095
79 4501 0.009434
79 10771 0.002849
79 17231 0.024390
79 19411 0.001368
79 19680 0.005435
79 19682 0.002088
79 19700 0.002890
79 19720 0.004505
79 19729 0.002375
79 19732 0.004386
79 19769 0.029412
79 19784 0.023256
79 20166 0.004115
79 20181 0.003205
79 20182 0.006623
79 20195 0.012195
79 22325 0.009901
79 22329 0.007353
79 22336 0.005618
79 22355 0.004184
79 22366 0.004651
79 22372 0.009091
79 22375 0.008772
79 22402 0.007519
79 22417 0.003413
79 23165 0.014925
79 23168 0.004329
79 23179 0.003344
79 23184 0.002232
79 23187 0.003030
79 23190 0.007634
79 23191 0.009434
79 23205 0.005236
79 23217 0.019231
79 24331 0.006098
79 24349 0.002119
79 24363 0.006329
79 24365 0.012346
79 24373 0.007246
79 26464 0.007353
79 26483 0.008264
79 27057 0.004785
79 27058 0.005464
79 27075 0.004115
79 27082 0.011111
79 27850 0.005848
79 27858 0.004878
79 27863 0.004098
79 27900 0.006849
79 27901 0.009259
79 27902 0.003745
79 30654 0.005714
79 30680 0.008264
79 32460 0.071429
79 32481 0.030303
79 35864 0.011111
79 35874 0.010870
79 35878 0.012048
79 35881 0.005814
79 35884 0.013699
79 35888 0.008475
79 35892 0.007143
79 35893 0.009009
79 35897 0.015152
79 36309 0.011236
79 36328 0.013158
79 37670 0.010526
79 37680 0.030303
79 37707 0.010989
79 38952 0.009804
79 39628 0.010989
79 40441 0.007246
79 40443 0.019608
79 40447 0.200000
79 40452 0.005882
79 40455 0.041667
79 40457 0.013158
79 40679 0.008621
79 40784 0.025641
79 40791 0.027027
79 40799 0.016129
79 40813 0.027778
79 40815 0.333333
79 40827 0.100000
79 42710 0.030303
79 43662 0.045455
79 43691 0.013333
79 44620 0.029412
79 45500 0.166667
79 47994 0.041667
79 48000 0.022222
79 53562 0.040000
79 54170 0.029412
79 54185 0.083333
80 1 0.000406
80 3 0.001464
80 5 0.001008
80 7 0.015385
80 9 0.001326
80 10 0.001739
80 11 0.005155
80 12 0.003731
80 13 0.001111
80 15 0.002445
80 16 0.002083
80 17 0.007752
80 18 0.002778
80 23 0.002208
80 28 0.002066
80 30 0.000955
80 33 0.005102
80 35 0.002786
80 37 0.009804
80 40 0.002188
80 42 0.001401
80 44 0.003676
80 52 0.010309
80 55 0.005181
80 56 0.000867
80 63 0.000311
80 66 0.008333
80 68 0.008929
80 78 0.000405
80 81 0.002114
80 82 0.003077
80 84 0.023810
80 85 0.003953
80 87 0.001093
80 90 0.000366
80 92 0.003279
80 94 0.001988
80 100 0.004274
80 101 0.001156
80 105 0.005714
80 109 0.111111
80 112 0.003077
80 130 0.024390
80 133 0.001408
80 147 0.052632
80 149 0.028571
80 151 0.001404
80 156 0.002481
80 162 0.004167
80 163 0.021739
80 176 0.025641
80 184 0.002299
80 201 0.005128
80 378 0.001639
80 1863 0.002538
80 1867 0.003460
80 1880 0.007299
80 1947 0.001346
80 2307 0.004975
80 2431 0.001222
80 2446 0.003367
80 3755 0.000824
80 4431 0.003003
80 4470 0.003378
80 4484 0.001095
80 4489 0.071429
80 4557 0.007143
80 4558 0.003257
80 4995 0.001355
80 7493 0.005618
80 10771 0.002849
80 15901 0.014925
80 15902 0.022727
80 15927 0.007299
80 15934 0.005405
80 18153 0.005714
80 18188 0.003546
80 19410 0.007937
80 19411 0.001368
80 19682 0.002088
80 19688 0.010309
80 19700 0.002890
80 19704 0.004464
80 19707 0.011765
80 19708 0.028571
80 19709 0.003344
80 19713 0.007937
80 19719 0.009524
80 19720 0.004505
80 19724 0.016949
80 19727 0.002653
80 19729 0.002375
80 19741 0.004255
80 19755 0.003937
80 19757 0.006993
80 19761 0.010101
80 19779 0.011628
80 20175 0.003623
80 20194 0.007874
80 20227 0.004878
80 22332 0.008197
80 22402 0.007519
80 22417 0.003413
80 22436 0.009615
80 23203 0.033333
80 23209 0.025641
80 23210 0.043478
80 23221 0.041667
80 23225 0.062500
80 24346 0.004651
80 32442 0.009091
80 35880 0.005747
80 36337 0.015152
80 36353 0.011236
80 36665 0.030303
80 37411 0.028571
80 38950 0.007092
80 39642 0.111111
80 39661 0.023256
80 39699 0.500000
80 40748 0.100000
80 43888 0.025000
80 52057 0.020000
80 60966 0.038462
80 60967 0.045455
80 60976 0.142857
80 62555 0.200000
80 67420 0.142857
80 67424 0.200000
80 67434 0.083333
80 67442 0.125000
80 67445 0.333333
80 67449 0.055556
81 1 0.000406
81 3 0.001464
81 4 0.003425
81 5 0.001008
81 8 0.005556
81 10 0.001739
81 11 0.005155
81 16 0.002083
81 20 0.004673
81 23 0.002208
81 36 0.001996
81 39 0.002778
81 40 0.002188
81 44 0.003676
81 50 0.004032
81 54 0.002770
81 55 0.005181
81 58 0.006849
81 60 0.038462
81 61 0.005025
81 63 0.000311
81 66 0.008333
81 69 0.017544
81 71 0.006024
81 75 0.005952
81 78 0.000405
81 82 0.003077
81 84 0.023810
81 86 0.006250
81 89 0.003279
81 90 0.000366
81 92 0.003279
81 94 0.001988
81 97 0.014286
81 101 0.001156
81 103 0.006452
81 108 0.013514
81 112 0.003077
81 113 0.008000
81 128 0.005525
81 129 0.014493
81 151 0.001404
81 153 0.001984
81 156 0.002481
81 164 0.016667
81 172 0.125000
81 173 0.001692
81 178 0.071429
81 179 0.066667
81 184 0.002299
81 199 0.100000
81 202 0.100000
81 378 0.001639
81 1862 0.025000
81 1864 0.009615
81 1907 0.007937
81 4438 0.058824
81 4470 0.003378
81 11009 0.001346
81 19680 0.005435
81 19681 0.013333
81 19686 0.023810
81 19687 0.008772
81 19693 0.005952
81 19697 0.018868
81 19700 0.002890
81 19702 0.014706
81 19715 0.012346
81 19717 0.004630
81 19723 0.030303
81 19726 0.142857
81 19727 0.002653
81 19728 0.029412
81 19742 0.007752
81 19743 0.018868
81 19744 0.007576
81 19746 0.002950
81 19747 0.043478
81 19748 0.333333
81 19756 0.008621
81 19757 0.006993
81 19775 0.047619
81 19781 0.008696
81 19785 0.006757
81 19786 0.018182
81 19790 0.035714
81 20165 0.003040
81 20173 0.016949
81 20186 0.025641
81 20218 0.058824
81 22327 0.015625
81 22335 0.015625
81 22340 0.017544
81 22341 0.015873
81 22345 0.022222
81 22349 0.012658
81 22367 0.015385
81 22378 0.013699
81 22379 0.028571
81 22396 0.050000
81 22402 0.007519
81 23163 0.083333
81 23168 0.004329
81 23170 0.027778
81 23178 0.016393
81 23179 0.003344
81 23205 0.005236
81 24363 0.006329
81 24369 0.011111
81 26487 0.009174
81 30657 0.010526
81 30663 0.033333
81 30679 0.013889
81 36494 0.022727
81 36639 0.006667
81 36704 0.100000
81 38944 0.012821
81 39614 0.009804
81 40186 0.023256
81 40498 0.250000
81 40502 0.008475
81 40505 0.062500
81 40528 0.166667
81 40664 0.014706
81 40691 0.015152
81 41845 0.037037
81 41854 0.071429
81 41857 0.058824
81 41861 0.038462
81 41862 0.052632
81 41869 0.008929
81 41875 0.142857
81 41888 0.166667
81 41894 0.031250
81 41909 0.034483
81 44698 0.028571
81 44711 0.019231
81 44728 0.142857
81 44749 0.500000
81 45168 0.090909
81 45629 0.058824
81 50668 0.200000
81 50669 0.055556
81 50688 0.200000
81 53158 0.020408
81 53160 0.026316
81 54883 0.047619
81 54898 0.071429
81 54904 0.016949
81 54911 0.037037
81 60972 0.090909
81 61386 0.333333
81 61389 0.500000
81 62859 0.020408
81 66461 0.111111
81 66463 0.071429
81 66467 0.333333
81 66472 0.017241
81 66482 0.166667
81 66490 0.043478
81 66498 0.125000
81 66511 0.500000
81 66520 0.166667
81 66527 0.083333
81 66529 0.250000
81 67407 0.045455
81 67426 0.166667
81 68962 0.022727
81 68964 0.035714
81 68966 0.043478
81 68967 0.083333
81 68970 0.033333
81 68972 0.026316
81 68974 0.062500
81 68976 0.023256
81 68978 0.022727
81 68982 0.030303
81 68984 0.090909
81 68986 0.024390
81 68988 0.071429
81 68995 0.166667
81 68998 0.035714
81 69001 0.111111
81 69002 0.033333
81 69004 0.040000
81 69009 0.125000
82 0 0.005556
82 1 0.000406
82 2 0.004082
82 3 0.001464
82 4 0.003425
82 5 0.001008
82 6 0.013889
82 8 0.005556
82 9 0.001326
82 10 0.001739
82 11 0.005155
82 13 0.001111
82 15 0.002445
82 18 0.002778
82 20 0.004673
82 23 0.002208
82 24 0.002008
82 25 0.007812
82 26 0.008621
82 28 0.002066
82 29 0.007092
82 30 0.000955
82 32 0.003774
82 34 0.004854
82 35 0.002786
82 36 0.001996
82 38 0.009901
82 39 0.002778
82 40 0.002188
82 41 0.007143
82 42 0.001401
82 43 0.003984
82 44 0.003676
82 46 0.004525
82 49 0.003436
82 50 0.004032
82 53 0.012048
82 54 0.002770
82 56 0.000867
82 57 0.006329
82 58 0.006849
82 59 0.002762
82 61 0.005025
82 63 0.000311
82 64 0.006135
82 67 0.005263
82 71 0.006024
82 76 0.003509
82 78 0.000405
82 80 0.008403
82 81 0.002114
82 87 0.001093
82 88 0.018182
82 89 0.003279
82 90 0.000366
82 92 0.003279
82 93 0.027027
82 100 0.004274
82 101 0.001156
82 106 0.001587
82 107 0.004292
82 124 0.005650
82 138 0.014493
82 139 0.001761
82 142 0.003401
82 144 0.005848
82 151 0.001404
82 156 0.002481
82 171 0.023810
82 173 0.001692
82 184 0.002299
82 216 0.022727
82 378 0.001639
82 1863 0.002538
82 1864 0.009615
82 1868 0.333333
82 4484 0.001095
82 15937 0.004545
82 19680 0.005435
82 19682 0.002088
82 19691 0.006369
82 19696 0.004566
82 19698 0.111111
82 19711 0.002865
82 19714 0.005102
82 19715 0.012346
82 19720 0.004505
82 19721 0.035714
82 19727 0.002653
82 19729 0.002375
82 19730 0.010000
82 19731 0.004049
82 19732 0.004386
82 19741 0.004255
82 19742 0.007752
82 19744 0.007576
82 19745 0.005952
82 19746 0.002950
82 19749 0.002597
82 19755 0.003937
82 19757 0.006993
82 19781 0.008696
82 19785 0.006757
82 20165 0.003040
82 23168 0.004329
82 23179 0.003344
82 23185 0.011628
82 23191 0.009434
82 23198 0.011111
82 23205 0.005236
82 24334 0.111111
82 24338 0.006098
82 24347 0.009804
82 24349 0.002119
82 24359 0.003571
82 24363 0.006329
82 24367 0.007874
82 24369 0.011111
82 24389 0.020408
82 30645 0.013514
82 30651 0.037037
82 30654 0.005714
82 30657 0.010526
82 30662 0.022727
82 30668 0.011905
82 30681 0.014286
82 30697 0.125000
82 30703 0.009709
82 30721 0.100000
82 36485 0.016393
82 36670 0.111111
82 38950 0.007092
82 41843 0.066667
82 41857 0.058824
82 41861 0.038462
82 41862 0.052632
82 41863 0.040000
82 41865 0.022222
82 41885 0.100000
82 41886 0.083333
82 41896 0.028571
82 41897 0.020408
82 41901 0.125000
82 41905 0.050000
82 41909 0.034483
82 44698 0.028571
82 44720 0.032258
82 45165 0.017857
82 54900 0.027027
82 56237 0.142857
83 1 0.000406
83 2 0.004082
83 3 0.001464
83 4 0.003425
83 5 0.001008
83 8 0.005556
83 9 0.001326
83 10 0.001739
83 12 0.003731
83 15 0.002445
83 16 0.002083
83 17 0.007752
83 18 0.002778
83 20 0.004673
83 23 0.002208
83 24 0.002008
83 25 0.007812
83 28 0.002066
83 29 0.007092
83 30 0.000955
83 32 0.003774
83 34 0.004854
83 36 0.001996
83 38 0.009901
83 39 0.002778
83 40 0.002188
83 42 0.001401
83 43 0.003984
83 44 0.003676
83 45 0.002817
83 46 0.004525
83 47 0.008547
83 48 0.003257
83 49 0.003436
83 50 0.004032
83 54 0.002770
83 55 0.005181
83 56 0.000867
83 57 0.006329
83 58 0.006849
83 59 0.002762
83 63 0.000311
83 64 0.006135
83 67 0.005263
83 68 0.008929
83 71 0.006024
83 72 0.034483
83 73 0.013699
83 74 0.005263
83 76 0.003509
83 78 0.000405
83 79 0.004065
83 81 0.002114
83 82 0.003077
83 84 0.023810
83 85 0.003953
83 87 0.001093
83 89 0.003279
83 90 0.000366
83 92 0.003279
83 93 0.027027
83 94 0.001988
83 96 0.007634
83 98 0.015385
83 100 0.004274
83 101 0.001156
83 106 0.001587
83 110 0.004717
83 112 0.003077
83 113 0.008000
83 115 0.007463
83 117 0.022222
83 118 0.004202
83 119 0.013158
83 120 0.009524
83 121 0.004329
83 124 0.005650
83 130 0.024390
83 131 0.006494
83 133 0.001408
83 134 0.003937
83 139 0.001761
83 142 0.003401
83 143 0.018182
83 144 0.005848
83 146 0.003704
83 150 0.111111
83 151 0.001404
83 153 0.001984
83 156 0.002481
83 158 0.009524
83 160 0.083333
83 167 0.011905
83 169 0.027027
83 173 0.001692
83 184 0.002299
83 187 0.071429
83 190 0.015385
83 196 0.090909
83 199 0.100000
83 378 0.001639
83 1867 0.003460
83 1935 0.017544
83 2490 0.012048
83 4428 0.001024
83 4431 0.003003
83 4437 0.002833
83 4452 0.004098
83 4470 0.003378
83 4484 0.001095
83 4564 0.015152
83 6943 0.008547
83 15934 0.005405
83 18096 0.004695
83 18102 0.010638
83 18113 0.002188
83 18175 0.008850
83 18188 0.003546
83 18190 0.032258
83 18200 0.052632
83 18237 0.125000
83 19410 0.007937
83 19411 0.001368
83 19682 0.002088
83 19690 0.071429
83 19691 0.006369
83 19693 0.005952
83 19694 0.006211
83 19704 0.004464
83 19709 0.003344
83 19711 0.002865
83 19720 0.004505
83 19727 0.002653
83 19729 0.002375
83 19730 0.010000
83 19731 0.004049
83 19732 0.004386
83 19742 0.007752
83 19744 0.007576
83 19745 0.005952
83 19746 0.002950
83 19749 0.002597
83 19755 0.003937
83 19756 0.008621
83 19773 0.011765
83 19784 0.023256
83 19785 0.006757
83 20165 0.003040
83 20194 0.007874
83 20195 0.012195
83 20210 0.019231
83 20227 0.004878
83 22355 0.004184
83 22376 0.013889
83 22398 0.011236
83 23165 0.014925
83 23167 0.013158
83 23168 0.004329
83 23169 0.012500
83 23172 0.015625
83 23174 0.005587
83 23175 0.015385
83 23179 0.003344
83 23190 0.007634
83 23192 0.022727
83 23198 0.011111
83 23199 0.018519
83 23204 0.006135
83 23205 0.005236
83 23208 0.026316
83 23217 0.019231
83 23218 0.111111
83 23225 0.062500
83 24333 0.004950
83 24343 0.007519
83 24349 0.002119
83 24353 0.003788
83 24357 0.025641
83 24358 0.011905
83 24359 0.003571
83 24363 0.006329
83 24364 0.021277
83 24365 0.012346
83 24367 0.007874
83 24370 0.033333
83 24373 0.007246
83 27063 0.017544
83 27075 0.004115
83 27076 0.009901
83 27077 0.015873
83 27083 0.012658
83 27112 0.012346
83 27120 0.100000
83 27858 0.004878
83 27892 0.008850
83 27902 0.003745
83 30656 0.006410
83 30662 0.022727
83 30664 0.024390
83 30682 0.011905
83 30686 0.021739
83 32424 0.006452
83 32426 0.006098
83 32440 0.016393
83 32442 0.009091
83 32452 0.011494
83 32458 0.014085
83 35914 0.027027
83 36632 0.017241
83 36635 0.015625
83 36636 0.017241
83 36637 0.010638
83 36641 0.009091
83 36642 0.020000
83 36643 0.111111
83 36647 0.009174
83 36658 0.024390
83 36660 0.007353
83 36672 0.026316
83 36677 0.030303
83 36681 0.010526
83 36684 0.020408
83 36689 0.022222
83 37754 0.017857
83 38939 0.010638
83 38950 0.007092
83 38973 0.083333
83 38978 0.250000
83 39601 0.015385
83 39602 0.010989
83 39618 0.050000
83 39621 0.017544
83 39626 0.022222
83 39627 0.030303
83 39634 0.010989
83 39635 0.014706
83 39645 0.023810
83 39654 0.035714
83 39674 0.111111
83 39680 0.040000
83 40502 0.008475
83 40511 0.009524
83 40784 0.025641
83 40793 0.014925
83 40820 0.050000
83 41874 0.066667
83 43873 0.007407
83 43875 0.022727
83 43877 0.022727
83 43880 0.008696
83 43891 0.012195
83 53560 0.043478
83 53577 0.037037
84 1 0.000406
84 3 0.001464
84 13 0.001111
84 16 0.002083
84 17 0.007752
84 22 0.005155
84 24 0.002008
84 35 0.002786
84 37 0.009804
84 42 0.001401
84 45 0.002817
84 48 0.003257
84 52 0.010309
84 55 0.005181
84 56 0.000867
84 63 0.000311
84 70 0.002899
84 72 0.034483
84 73 0.013699
84 78 0.000405
84 80 0.008403
84 81 0.002114
84 83 0.003861
84 90 0.000366
84 91 0.200000
84 94 0.001988
84 98 0.015385
84 99 0.003021
84 101 0.001156
84 105 0.005714
84 106 0.001587
84 112 0.003077
84 117 0.022222
84 118 0.004202
84 119 0.013158
84 120 0.009524
84 129 0.014493
84 131 0.006494
84 139 0.001761
84 143 0.018182
84 146 0.003704
84 150 0.111111
84 152 0.025000
84 153 0.001984
84 158 0.009524
84 159 0.090909
84 160 0.083333
84 161 0.111111
84 162 0.004167
84 170 0.038462
84 172 0.125000
84 173 0.001692
84 179 0.066667
84 181 0.500000
84 183 0.166667
84 186 0.025000
84 187 0.071429
84 195 0.125000
84 196 0.090909
84 199 0.100000
84 201 0.005128
84 203 0.020408
84 205 0.038462
84 208 0.250000
84 211 0.100000
84 214 0.052632
84 378 0.001639
84 1253 0.005495
84 1867 0.003460
84 1935 0.017544
84 1937 0.029412
84 1947 0.001346
84 3171 0.006757
84 3755 0.000824
84 4569 0.017544
84 4995 0.001355
84 6510 0.003425
84 10531 0.001992
84 10771 0.002849
84 11009 0.001346
84 15891 0.007407
84 15940 0.006536
84 15950 0.013333
84 16032 0.008333
84 18113 0.002188
84 18153 0.005714
84 18188 0.003546
84 18211 0.005102
84 19411 0.001368
84 19742 0.007752
84 20175 0.003623
84 20213 0.006410
84 22383 0.003937
84 22413 0.009009
84 22417 0.003413
84 22436 0.009615
84 23167 0.013158
84 23170 0.027778
84 23171 0.025000
84 23177 0.015385
84 23181 0.029412
84 23183 0.017857
84 23193 0.028571
84 23195 0.030303
84 23207 0.040000
84 23219 0.034483
84 24331 0.006098
84 26522 0.012658
84 27075 0.004115
84 27124 0.004808
84 27909 0.003984
84 36308 0.011905
84 36353 0.011236
84 37466 0.006803
84 47879 0.037037
84 53562 0.040000
84 53573 0.047619
84 53576 0.045455
84 54192 0.062500
84 62501 0.333333
84 62521 0.111111
84 62524 0.034483
84 62859 0.020408
84 62870 0.023256
84 66478 0.200000
84 67407 0.045455
84 67425 0.083333
85 9 0.001326
85 10 0.001739
85 23 0.002208
85 30 0.000955
85 50 0.004032
85 54 0.002770
85 63 0.000311
85 71 0.006024
85 78 0.000405
85 80 0.008403
85 83 0.003861
85 87 0.001093
85 89 0.003279
85 90 0.000366
85 107 0.004292
85 110 0.004717
85 113 0.008000
85 151 0.001404
85 153 0.001984
85 159 0.090909
85 1867 0.003460
85 1899 0.016667
85 4428 0.001024
85 4484 0.001095
85 19398 0.012048
85 19702 0.014706
85 19709 0.003344
85 19715 0.012346
85 19728 0.029412
85 19741 0.004255
85 19746 0.002950
85 19756 0.008621
85 19757 0.006993
85 19758 0.012048
85 19759 0.037037
85 19766 0.008621
85 19770 0.020833
85 19781 0.008696
85 22328 0.010309
85 22353 0.013333
85 22368 0.013889
85 22386 0.015152
85 22402 0.007519
85 22418 0.125000
85 23163 0.083333
85 23170 0.027778
85 24374 0.010101
85 24381 0.027027
85 38950 0.007092
85 40189 0.062500
85 40500 0.010989
85 40502 0.008475
85 41861 0.038462
85 41862 0.052632
85 41870 0.100000
85 41885 0.100000
85 41891 0.166667
85 41909 0.034483
85 43877 0.022727
85 44698 0.028571
85 47874 0.033333
85 54896 0.020000
85 54931 0.500000
85 58169 0.166667
85 61388 0.076923
85 66469 0.018519
85 68964 0.035714
85 68967 0.083333
85 68970 0.033333
85 68971 0.041667
85 68973 0.055556
85 68976 0.023256
85 68981 0.142857
85 68982 0.030303
85 68989 0.030303
85 68990 0.023810
85 68992 0.027778
85 68995 0.166667
85 68998 0.035714
85 69013 0.100000
85 69019 0.142857
85 75249 0.030303
85 75268 0.166667
86 1 0.000406
86 2 0.004082
86 3 0.001464
86 9 0.001326
86 10 0.001739
86 12 0.003731
86 13 0.001111
86 17 0.007752
86 21 0.005291
86 22 0.005155
86 30 0.000955
86 39 0.002778
86 42 0.001401
86 48 0.003257
86 61 0.005025
86 63 0.000311
86 70 0.002899
86 76 0.003509
86 78 0.000405
86 81 0.002114
86 87 0.001093
86 90 0.000366
86 96 0.007634
86 99 0.003021
86 101 0.001156
86 105 0.005714
86 112 0.003077
86 121 0.004329
86 124 0.005650
86 128 0.005525
86 133 0.001408
86 140 0.005917
86 146 0.003704
86 151 0.001404
86 176 0.025641
86 201 0.005128
86 374 0.003509
86 378 0.001639
86 1872 0.005952
86 1880 0.007299
86 1881 0.003509
86 1899 0.016667
86 1906 0.004505
86 1907 0.007937
86 1923 0.006579
86 1927 0.004310
86 1936 0.017241
86 1947 0.001346
86 2431 0.001222
86 3755 0.000824
86 4219 0.002062
86 4441 0.006667
86 4452 0.004098
86 4460 0.007519
86 4484 0.001095
86 4995 0.001355
86 18113 0.002188
86 18153 0.005714
86 18188 0.003546
86 19704 0.004464
86 20166 0.004115
86 20176 0.010638
86 20185 0.006944
86 20193 0.004367
86 22328 0.010309
86 22334 0.009009
86 22336 0.005618
86 22337 0.013699
86 22342 0.018519
86 22346 0.009804
86 22347 0.019608
86 22348 0.047619
86 22355 0.004184
86 22362 0.014085
86 22366 0.004651
86 22371 0.004950
86 22378 0.013699
86 22379 0.028571
86 22380 0.019608
86 22386 0.015152
86 22398 0.011236
86 22399 0.050000
86 22407 0.020000
86 22408 0.025000
86 22414 0.035714
86 22417 0.003413
86 22421 0.025641
86 23201 0.007042
86 23206 0.090909
86 23214 0.125000
86 23215 0.125000
86 26501 0.009901
86 27073 0.013514
86 27858 0.004878
86 27929 0.005076
86 27942 0.021739
86 32433 0.006944
86 35919 0.028571
86 36294 0.010870
86 36308 0.011905
86 36325 0.034483
86 36337 0.015152
86 36347 0.040000
86 36355 0.083333
86 36382 0.045455
86 36396 0.055556
86 36409 0.037037
86 40473 0.125000
86 45345 0.023256
86 45346 0.066667
86 73183 0.125000
86 73189 0.142857
86 73221 0.047619
87 1 0.000406
87 30 0.000955
87 42 0.001401
87 63 0.000311
87 78 0.000405
87 100 0.004274
87 133 0.001408
87 602 0.003891
87 1867 0.003460
87 1947 0.001346
87 2541 0.006410
87 4479 0.045455
87 4549 0.142857
87 4557 0.007143
87 4558 0.003257
87 4995 0.001355
87 6510 0.003425
87 19719 0.009524
87 19724 0.016949
87 30668 0.011905
87 37466 0.006803
87 38945 0.125000
87 41877 0.142857
87 45167 0.100000
87 67484 0.333333
88 1 0.000406
88 2 0.004082
88 3 0.001464
88 5 0.001008
88 7 0.015385
88 8 0.005556
88 9 0.001326
88 10 0.001739
88 12 0.003731
88 13 0.001111
88 16 0.002083
88 18 0.002778
88 20 0.004673
88 23 0.002208
88 32 0.003774
88 36 0.001996
88 38 0.009901
88 40 0.002188
88 42 0.001401
88 43 0.003984
88 49 0.003436
88 56 0.000867
88 57 0.006329
88 58 0.006849
88 59 0.002762
88 61 0.005025
88 63 0.000311
88 75 0.005952
88 78 0.000405
88 82 0.003077
88 89 0.003279
88 90 0.000366
88 92 0.003279
88 100 0.004274
88 101 0.001156
88 106 0.001587
88 124 0.005650
88 128 0.005525
88 133 0.001408
88 137 0.008065
88 139 0.001761
88 151 0.001404
88 166 0.027027
88 173 0.001692
88 378 0.001639
88 1863 0.002538
88 1864 0.009615
88 1867 0.003460
88 1927 0.004310
88 19727 0.002653
88 19729 0.002375
88 19756 0.008621
88 19757 0.006993
88 22417 0.003413
88 23168 0.004329
88 23179 0.003344
88 23205 0.005236
88 24338 0.006098
88 24359 0.003571
88 30667 0.011364
88 30715 0.043478
88 40723 0.011628
88 41844 0.010638
88 41858 0.018868
89 0 0.005556
89 1 0.000406
89 2 0.004082
89 3 0.001464
89 4 0.003425
89 5 0.001008
89 6 0.013889
89 8 0.005556
89 9 0.001326
89 10 0.001739
89 11 0.005155
89 14 0.041667
